+1.866000E+00,+6.030 
+1.868000E+00,+7.915 
+1.870000E+00,+6.030 
+1.872000E+00,+9.925 
+1.874000E+00,+6.030 
+1.876000E+00,+6.030 
+1.878000E+00,+7.915 
+1.880000E+00,+6.030 
+1.882000E+00,+6.030 
+1.884000E+00,+7.915 
+1.886000E+00,+5.905 
+1.888000E+00,+6.030 
+1.890000E+00,+6.030 
+1.892000E+00,+8.040 
+1.894000E+00,+7.915 
+1.896000E+00,+6.030 
+1.898000E+00,+9.925 
+1.900000E+00,+5.905 
+1.902000E+00,+6.030 
+1.904000E+00,+7.915 
+1.906000E+00,+7.915 
+1.908000E+00,+7.915 
+1.910000E+00,+8.040 
+1.912000E+00,+7.915 
+1.914000E+00,+6.030 
+1.916000E+00,+6.030 
+1.918000E+00,+8.040 
+1.920000E+00,+7.915 
+1.922000E+00,+6.030 
+1.924000E+00,+6.030 
+1.926000E+00,+6.030 
+1.928000E+00,+6.030 
+1.930000E+00,+8.040 
+1.932000E+00,+6.030 
+1.934000E+00,+6.030 
+1.936000E+00,+7.915 
+1.938000E+00,+8.040 
+1.940000E+00,+6.030 
+1.942000E+00,+6.030 
+1.944000E+00,+8.040 
+1.946000E+00,+7.915 
+1.948000E+00,+7.915 
+1.950000E+00,+7.915 
+1.952000E+00,+8.040 
+1.954000E+00,+7.915 
+1.956000E+00,+7.915 
+1.958000E+00,+6.030 
+1.960000E+00,+6.030 
+1.962000E+00,+6.030 
+1.964000E+00,+6.030 
+1.966000E+00,+6.030 
+1.968000E+00,+6.030 
+1.970000E+00,+8.040 
+1.972000E+00,+7.915 
+1.974000E+00,+8.040 
+1.976000E+00,+6.030 
+1.978000E+00,+8.040 
+1.980000E+00,+6.030 
+1.982000E+00,+6.030 
+1.984000E+00,+7.915 
+1.986000E+00,+7.915 
+1.988000E+00,+6.030 
+1.990000E+00,+6.030 
+1.992000E+00,+9.925 
+1.994000E+00,+8.040 
+1.996000E+00,+7.915 
+1.998000E+00,+6.030 
